dataset,predicted_ranking,predicted_ranking_weights,predicted_ranking_mae,true_ranking,true_ranking_weights,true_ranking_mae
1497_wall-robot-navigation,"['HDy', 'DyS', 'X', 'MS', 'SORD', 'MAX', 'ACC', 'SMM', 'CC', 'PCC', 'PACC']","[0.14932998 0.14044306 0.12017524 0.11445022 0.10979219 0.08568777
 0.08039152 0.07892628 0.04982207 0.03698581 0.03399586]","[np.float64(0.027000000000000003), np.float64(0.028708500000000012), np.float64(0.03355025000000001), np.float64(0.03522849999999999), np.float64(0.0367231), np.float64(0.047053499999999984), np.float64(0.05015341666666666), np.float64(0.05108450000000003), np.float64(0.08092616666666666), np.float64(0.10901233333333332), np.float64(0.11860000000000005)]","['DyS', 'SORD', 'SMM', 'MS', 'X', 'MAX', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[0.12278197 0.11549113 0.11479956 0.1124901  0.10533806 0.10435512
 0.09620121 0.09191828 0.05769591 0.04315135 0.03577731]","[np.float64(0.05465), np.float64(0.058100000000000006), np.float64(0.058449999999999995), np.float64(0.05965), np.float64(0.0637), np.float64(0.0643), np.float64(0.06974999999999999), np.float64(0.073), np.float64(0.11630000000000001), np.float64(0.1555), np.float64(0.18755)]"
1504_steel-plates-fault,"['HDy', 'DyS', 'SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'PCC', 'CC', 'PACC']","[0.15052231 0.12926863 0.12045816 0.09974608 0.09821934 0.09722596
 0.08668155 0.06733983 0.05910299 0.05669726 0.0347379 ]","[np.float64(0.05311337499999998), np.float64(0.06184599999999995), np.float64(0.06636949999999993), np.float64(0.08015099999999994), np.float64(0.08139687500000005), np.float64(0.08222852499999998), np.float64(0.09223125), np.float64(0.1187224166666667), np.float64(0.13526808333333334), np.float64(0.14100766666666664), np.float64(0.2301448333333333)]","['ACC', 'CC', 'DyS', 'MAX', 'MS', 'SORD', 'X', 'SMM', 'HDy', 'PACC', 'PCC']","[1.42428497e-01 1.42428497e-01 1.42428497e-01 1.42428497e-01
 1.42428497e-01 1.42428497e-01 1.42428497e-01 2.84856994e-03
 7.69883768e-05 3.74811834e-05 3.74811834e-05]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5e-05), np.float64(0.00185), np.float64(0.0038), np.float64(0.0038)]"
1507_twonorm,"['HDy', 'ACC', 'SORD', 'CC', 'SMM', 'X', 'PACC', 'DyS', 'PCC', 'MS', 'MAX']","[0.12372062 0.11803871 0.1148257  0.09459232 0.09453059 0.0903806
 0.0780164  0.07706886 0.07176542 0.06941988 0.06764091]","[np.float64(0.05818150000000007), np.float64(0.060982125), np.float64(0.06268849999999998), np.float64(0.07609762499999989), np.float64(0.07614731666666676), np.float64(0.07964376666666671), np.float64(0.0922658750000001), np.float64(0.09340024999999992), np.float64(0.10030250000000007), np.float64(0.10369149999999991), np.float64(0.10641860714285713)]","['SMM', 'SORD', 'DyS', 'MS', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC']","[0.11400371 0.11152537 0.11092253 0.10577664 0.1052342  0.09000293
 0.08960991 0.08586054 0.07516728 0.06493882 0.04695805]","[np.float64(0.009000000000000001), np.float64(0.0092), np.float64(0.009250000000000001), np.float64(0.0097), np.float64(0.00975), np.float64(0.011399999999999999), np.float64(0.01145), np.float64(0.01195), np.float64(0.01365), np.float64(0.0158), np.float64(0.02185)]"
1526_wall-robot-navigation,"['DyS', 'MAX', 'HDy', 'SMM', 'SORD', 'X', 'MS', 'ACC', 'PACC', 'CC', 'PCC']","[0.15786043 0.13730177 0.13089377 0.11475726 0.10955463 0.10545289
 0.08512579 0.04272612 0.04168629 0.03850289 0.03613816]","[np.float64(0.02422150000000001), np.float64(0.027848266666666666), np.float64(0.02921159999999999), np.float64(0.03331916666666666), np.float64(0.03490145833333333), np.float64(0.03625900000000002), np.float64(0.04491725000000001), np.float64(0.0894913), np.float64(0.09172358333333332), np.float64(0.09930724999999997), np.float64(0.10580550000000002)]","['DyS', 'HDy', 'MAX', 'SORD', 'X', 'SMM', 'MS', 'ACC', 'PCC', 'CC', 'PACC']","[0.15759164 0.14171238 0.13251173 0.11239914 0.10818508 0.10811519
 0.10057832 0.05364177 0.03696164 0.03110246 0.01720065]","[np.float64(0.05310000000000001), np.float64(0.059050000000000005), np.float64(0.06315), np.float64(0.07445), np.float64(0.07735), np.float64(0.0774), np.float64(0.0832), np.float64(0.156), np.float64(0.22640000000000002), np.float64(0.26905), np.float64(0.4865)]"
1535_volcanoes-b5,"['DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC']","[0.16385073 0.15646011 0.14737844 0.12145887 0.09952106 0.0945364
 0.08197791 0.05417406 0.02971266 0.0266517  0.02427806]","[np.float64(0.05572603333333337), np.float64(0.058358333333333345), np.float64(0.06195445833333332), np.float64(0.07517566666666661), np.float64(0.09174692500000002), np.float64(0.09658450000000006), np.float64(0.11138062499999998), np.float64(0.1685447000000001), np.float64(0.30730175000000004), np.float64(0.34259550000000005), np.float64(0.3760907083333336)]","['X', 'MAX', 'SORD', 'SMM', 'MS', 'ACC', 'DyS', 'PACC', 'HDy', 'PCC', 'CC']","[0.13245033 0.12840604 0.12688399 0.12593405 0.11376651 0.1067528
 0.10012614 0.09699204 0.03186694 0.01898861 0.01783255]","[np.float64(0.04445), np.float64(0.04585), np.float64(0.0464), np.float64(0.04675), np.float64(0.05175), np.float64(0.05515), np.float64(0.0588), np.float64(0.060700000000000004), np.float64(0.18475000000000003), np.float64(0.31005), np.float64(0.33015)]"
1538_volcanoes-d1,"['MAX', 'DyS', 'X', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'PCC', 'PACC', 'CC']","[0.15617338 0.1497198  0.13903185 0.13737456 0.10583589 0.08943684
 0.08329185 0.05662699 0.03025919 0.02643873 0.0258109 ]","[np.float64(0.06720216666666666), np.float64(0.0700988750000001), np.float64(0.07548766666666668), np.float64(0.07639834999999998), np.float64(0.09916475), np.float64(0.11734750000000008), np.float64(0.12600500000000006), np.float64(0.18533900000000006), np.float64(0.34684300000000023), np.float64(0.39696275), np.float64(0.40661849999999977)]","['DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC']","[0.17101573 0.15163498 0.14960053 0.14066727 0.11828387 0.11010756
 0.05710256 0.04424693 0.0218261  0.01815012 0.01736435]","[np.float64(0.0489), np.float64(0.055150000000000005), np.float64(0.0559), np.float64(0.05945), np.float64(0.0707), np.float64(0.07595), np.float64(0.14645), np.float64(0.18899999999999997), np.float64(0.38315), np.float64(0.46075000000000005), np.float64(0.4816)]"
1539_volcanoes-d2,"['DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC']","[0.15098797 0.14906951 0.14900825 0.14242518 0.12358071 0.09155003
 0.06685929 0.05459821 0.02570714 0.02465941 0.02155432]","[np.float64(0.056431750000000024), np.float64(0.05715799999999998), np.float64(0.057181500000000024), np.float64(0.05982449999999998), np.float64(0.06894696666666672), np.float64(0.0930695), np.float64(0.12743951666666659), np.float64(0.1560585000000001), np.float64(0.3314455000000003), np.float64(0.3455280000000004), np.float64(0.39530436666666674)]","['HDy', 'DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'ACC', 'PCC', 'CC', 'PACC']","[0.16256567 0.15254299 0.13932763 0.13014651 0.10972391 0.10234248
 0.08090315 0.04411314 0.03057904 0.02509512 0.02266037]","[np.float64(0.06924999999999999), np.float64(0.0738), np.float64(0.0808), np.float64(0.08650000000000001), np.float64(0.1026), np.float64(0.11), np.float64(0.13915), np.float64(0.2552), np.float64(0.36815), np.float64(0.4486), np.float64(0.4968)]"
1540_volcanoes-d3,"['DyS', 'X', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC']","[0.16693527 0.15390823 0.13869366 0.13016576 0.10473903 0.09430286
 0.0821951  0.05228893 0.02923867 0.02390198 0.02363051]","[np.float64(0.060888500000000026), np.float64(0.06604220000000001), np.float64(0.07328696666666669), np.float64(0.07808841666666666), np.float64(0.09704537500000011), np.float64(0.10778504166666673), np.float64(0.12366233333333337), np.float64(0.19438985000000014), np.float64(0.3476368333333336), np.float64(0.425255), np.float64(0.4301404999999998)]","['SORD', 'DyS', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'HDy', 'PCC', 'PACC', 'CC']","[0.15127258 0.14774147 0.14015157 0.13747274 0.12781189 0.11592023
 0.06453145 0.0550944  0.02145798 0.02045387 0.01809183]","[np.float64(0.052300000000000006), np.float64(0.05355000000000001), np.float64(0.05645000000000001), np.float64(0.05755), np.float64(0.061900000000000004), np.float64(0.06825), np.float64(0.1226), np.float64(0.1436), np.float64(0.36869999999999997), np.float64(0.3868), np.float64(0.43729999999999997)]"
1541_volcanoes-d4,"['DyS', 'X', 'SORD', 'MAX', 'SMM', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC']","[0.15604787 0.14102156 0.1409281  0.13332748 0.11381786 0.11259308
 0.08232273 0.05082711 0.02610812 0.02224228 0.02076381]","[np.float64(0.058767916666666684), np.float64(0.06502983333333334), np.float64(0.06507295833333326), np.float64(0.06878258333333331), np.float64(0.08057266666666672), np.float64(0.08144912499999998), np.float64(0.11139824999999996), np.float64(0.1804275), np.float64(0.35125500000000015), np.float64(0.41230516666666667), np.float64(0.4416630000000001)]","['MAX', 'X', 'DyS', 'SORD', 'SMM', 'HDy', 'MS', 'ACC', 'PACC', 'PCC', 'CC']","[0.16021633 0.15749342 0.14345066 0.13757293 0.11844213 0.07150395
 0.06310891 0.06138654 0.03123538 0.03018145 0.02540829]","[np.float64(0.0723), np.float64(0.07355), np.float64(0.08075000000000002), np.float64(0.0842), np.float64(0.0978), np.float64(0.162), np.float64(0.18355), np.float64(0.1887), np.float64(0.37085), np.float64(0.38380000000000003), np.float64(0.4559)]"
1566_hill-valley,"['SMM', 'DyS', 'HDy', 'SORD', 'X', 'MAX', 'ACC', 'PCC', 'MS', 'CC', 'PACC']","[0.1254418  0.11579863 0.10937286 0.10228157 0.08894931 0.08859401
 0.08833745 0.08722309 0.0838929  0.06090273 0.04920564]","[np.float64(0.1482456666666666), np.float64(0.16059086666666672), np.float64(0.1700257500000001), np.float64(0.181813825), np.float64(0.2090651666666665), np.float64(0.20990361666666665), np.float64(0.21051325000000015), np.float64(0.21320275), np.float64(0.2216659999999999), np.float64(0.30534266666666643), np.float64(0.3779282500000001)]","['DyS', 'HDy', 'SORD', 'ACC', 'SMM', 'MS', 'MAX', 'X', 'PCC', 'CC', 'PACC']","[0.17212639 0.14804918 0.13159927 0.12862192 0.11514937 0.10198775
 0.05208851 0.05208851 0.04752283 0.03086846 0.01989781]","[np.float64(0.057800000000000004), np.float64(0.0672), np.float64(0.0756), np.float64(0.07735), np.float64(0.0864), np.float64(0.09755000000000001), np.float64(0.191), np.float64(0.191), np.float64(0.20934999999999998), np.float64(0.3223), np.float64(0.5)]"
182_satimage,"['SMM', 'MS', 'SORD', 'DyS', 'MAX', 'X', 'ACC', 'HDy', 'CC', 'PCC', 'PACC']","[0.14852487 0.13789995 0.12142591 0.12009383 0.10164671 0.09932312
 0.0853829  0.07992577 0.03990349 0.03405847 0.03181499]","[np.float64(0.013851749999999989), np.float64(0.01491900000000001), np.float64(0.016943083333333327), np.float64(0.01713101666666665), np.float64(0.020239999999999987), np.float64(0.020713499999999992), np.float64(0.024095333333333323), np.float64(0.02574049999999998), np.float64(0.05155762500000003), np.float64(0.06040580000000004), np.float64(0.06466541666666673)]","['DyS', 'HDy', 'PACC', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'CC', 'X', 'PCC']","[0.12278139 0.11580517 0.10671053 0.09942298 0.09659579 0.09479865
 0.0890031  0.07869386 0.07691212 0.07176659 0.04750982]","[np.float64(0.0083), np.float64(0.0088), np.float64(0.00955), np.float64(0.010249999999999999), np.float64(0.010549999999999999), np.float64(0.01075), np.float64(0.01145), np.float64(0.01295), np.float64(0.01325), np.float64(0.014199999999999999), np.float64(0.02145)]"
23_cmc,"['DyS', 'SMM', 'SORD', 'HDy', 'MS', 'MAX', 'X', 'ACC', 'CC', 'PCC', 'PACC']","[0.14043742 0.12888495 0.11932448 0.11244447 0.10065683 0.0994997
 0.08828173 0.0852527  0.04542481 0.04211959 0.03767332]","[np.float64(0.03003324999999997), np.float64(0.032725250000000004), np.float64(0.03534724999999998), np.float64(0.03750999999999995), np.float64(0.041902691666666644), np.float64(0.04238999999999998), np.float64(0.04777650000000004), np.float64(0.049473999999999976), np.float64(0.09285216666666657), np.float64(0.10013850000000002), np.float64(0.11195700000000022)]","['HDy', 'DyS', 'SMM', 'MS', 'SORD', 'X', 'ACC', 'MAX', 'CC', 'PCC', 'PACC']","[0.11770493 0.11522996 0.10889338 0.10854227 0.10648227 0.1041296
 0.10223222 0.09598586 0.05486502 0.0511272  0.03480728]","[np.float64(0.1001), np.float64(0.10225), np.float64(0.1082), np.float64(0.10855000000000001), np.float64(0.11065), np.float64(0.11315), np.float64(0.11525), np.float64(0.12275), np.float64(0.21475000000000002), np.float64(0.23045000000000002), np.float64(0.3385)]"
28_optdigits,"['SMM', 'MS', 'X', 'MAX', 'DyS', 'HDy', 'SORD', 'ACC', 'CC', 'PACC', 'PCC']","[0.1517143  0.12288389 0.11194206 0.10732879 0.09410841 0.09227619
 0.08828113 0.06772401 0.06251775 0.05328183 0.04794164]","[np.float64(0.030032249999999972), np.float64(0.037078266666666665), np.float64(0.040702500000000016), np.float64(0.04245199999999999), np.float64(0.048415666666666676), np.float64(0.04937699999999998), np.float64(0.05161149999999999), np.float64(0.06727779166666668), np.float64(0.07288044999999999), np.float64(0.08551360833333332), np.float64(0.09503891666666664)]","['SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'DyS', 'PACC', 'HDy', 'CC', 'PCC']","[0.13060059 0.11990815 0.11716739 0.11454912 0.11454912 0.10125577
 0.0992944  0.06260853 0.06012989 0.04521344 0.03472361]","[np.float64(0.015700000000000002), np.float64(0.0171), np.float64(0.0175), np.float64(0.0179), np.float64(0.0179), np.float64(0.02025), np.float64(0.020649999999999998), np.float64(0.03275), np.float64(0.0341), np.float64(0.04535), np.float64(0.059050000000000005)]"
294_satellite_image,"['DyS', 'SMM', 'ACC', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'CC', 'PACC', 'PCC']","[0.14280964 0.11493363 0.11064584 0.10786745 0.10741014 0.0986144
 0.09827598 0.09818541 0.04466349 0.04191528 0.03467875]","[np.float64(0.012432999999999993), np.float64(0.015448500000000018), np.float64(0.01604716666666665), np.float64(0.016460500000000017), np.float64(0.01653058333333335), np.float64(0.018005000000000007), np.float64(0.01806699999999998), np.float64(0.018083666666666658), np.float64(0.03975400000000003), np.float64(0.04236049999999998), np.float64(0.05120000000000004)]","['SMM', 'SORD', 'DyS', 'MS', 'MAX', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC']","[0.11560791 0.11193782 0.11076569 0.10578124 0.09794559 0.09794559
 0.09402777 0.08496485 0.07665307 0.0592612  0.04510927]","[np.float64(0.00915), np.float64(0.00945), np.float64(0.00955), np.float64(0.01), np.float64(0.0108), np.float64(0.0108), np.float64(0.01125), np.float64(0.012450000000000001), np.float64(0.013800000000000002), np.float64(0.017849999999999998), np.float64(0.023450000000000002)]"
2dplanes,"['DyS', 'SORD', 'X', 'MAX', 'HDy', 'SMM', 'MS', 'ACC', 'CC', 'PACC', 'PCC']","[0.14281607 0.14254001 0.12225473 0.10674942 0.10319486 0.09571111
 0.08468654 0.07141932 0.04668458 0.0423611  0.04158224]","[np.float64(0.0540397), np.float64(0.05414435714285714), np.float64(0.06312833333333334), np.float64(0.07229770000000002), np.float64(0.07478799999999994), np.float64(0.08063575), np.float64(0.0911329833333333), np.float64(0.10806231666666669), np.float64(0.165316625), np.float64(0.18218926190476187), np.float64(0.18560174999999998)]","['DyS', 'MS', 'SORD', 'SMM', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC']","[0.12131925 0.11197393 0.11058006 0.10862688 0.10464579 0.10197626
 0.10197626 0.1008189  0.06295227 0.0430994  0.032031  ]","[np.float64(0.03295), np.float64(0.0357), np.float64(0.03615), np.float64(0.0368), np.float64(0.0382), np.float64(0.0392), np.float64(0.0392), np.float64(0.03965), np.float64(0.0635), np.float64(0.09275), np.float64(0.12480000000000001)]"
