dataset,predicted_ranking,predicted_ranking_weights,predicted_ranking_mae,true_ranking,true_ranking_weights,true_ranking_mae
182_satimage,"['SORD', 'MS', 'SMM', 'DyS', 'MAX', 'PACC', 'X', 'ACC', 'HDy', 'CC', 'PCC']","[0.144207   0.12729678 0.12159786 0.1056224  0.10176635 0.09914096
 0.08425035 0.08088956 0.05789283 0.03972312 0.03761275]","[np.float32(0.010117704), np.float32(0.011461749), np.float32(0.011998925), np.float32(0.013813771), np.float32(0.014337192), np.float32(0.014716861), np.float32(0.017317953), np.float32(0.01803748), np.float32(0.025202494), np.float32(0.036730334), np.float32(0.0387912)]","['DyS', 'HDy', 'PACC', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'CC', 'X', 'PCC']","[0.12278139 0.11580517 0.10671053 0.09942298 0.09659579 0.09479865
 0.0890031  0.07869386 0.07691212 0.07176659 0.04750982]","[np.float64(0.0083), np.float64(0.0088), np.float64(0.00955), np.float64(0.010249999999999999), np.float64(0.010549999999999999), np.float64(0.01075), np.float64(0.01145), np.float64(0.01295), np.float64(0.01325), np.float64(0.014199999999999999), np.float64(0.02145)]"
23_cmc,"['DyS', 'SORD', 'MS', 'SMM', 'HDy', 'MAX', 'PACC', 'ACC', 'X', 'CC', 'PCC']","[0.125142   0.1089538  0.10707038 0.10685711 0.1017444  0.09292588
 0.09038817 0.0900199  0.08598331 0.05002708 0.040888  ]","[np.float32(0.015626924), np.float32(0.017948749), np.float32(0.018264476), np.float32(0.01830093), np.float32(0.01922056), np.float32(0.021044562), np.float32(0.021635404), np.float32(0.021723913), np.float32(0.022743769), np.float32(0.03909052), np.float32(0.04782784)]","['HDy', 'DyS', 'SMM', 'MS', 'SORD', 'X', 'ACC', 'MAX', 'CC', 'PCC', 'PACC']","[0.11770493 0.11522996 0.10889338 0.10854227 0.10648227 0.1041296
 0.10223222 0.09598586 0.05486502 0.0511272  0.03480728]","[np.float64(0.1001), np.float64(0.10225), np.float64(0.1082), np.float64(0.10855000000000001), np.float64(0.11065), np.float64(0.11315), np.float64(0.11525), np.float64(0.12275), np.float64(0.21475000000000002), np.float64(0.23045000000000002), np.float64(0.3385)]"
28_optdigits,"['HDy', 'MS', 'MAX', 'PCC', 'ACC', 'X', 'SMM', 'SORD', 'DyS', 'CC', 'PACC']","[0.20522802 0.11928505 0.10939001 0.09092896 0.08738916 0.08256123
 0.0768507  0.07082596 0.0676962  0.06474237 0.02510244]","[np.float32(0.019614292), np.float32(0.033746075), np.float32(0.03679863), np.float32(0.04426975), np.float32(0.04606295), np.float32(0.048756566), np.float32(0.05237951), np.float32(0.056835126), np.float32(0.05946275), np.float32(0.0621757), np.float32(0.16035898)]","['SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'DyS', 'PACC', 'HDy', 'CC', 'PCC']","[0.13060059 0.11990815 0.11716739 0.11454912 0.11454912 0.10125577
 0.0992944  0.06260853 0.06012989 0.04521344 0.03472361]","[np.float64(0.015700000000000002), np.float64(0.0171), np.float64(0.0175), np.float64(0.0179), np.float64(0.0179), np.float64(0.02025), np.float64(0.020649999999999998), np.float64(0.03275), np.float64(0.0341), np.float64(0.04535), np.float64(0.059050000000000005)]"
294_satellite_image,"['MS', 'PACC', 'SORD', 'HDy', 'MAX', 'DyS', 'SMM', 'ACC', 'X', 'PCC', 'CC']","[0.16637236 0.133483   0.11996677 0.09844898 0.09780034 0.08979238
 0.08387031 0.06334489 0.05671042 0.04639354 0.04381697]","[np.float32(0.006973814), np.float32(0.008692117), np.float32(0.009671427), np.float32(0.011785291), np.float32(0.011863454), np.float32(0.012921475), np.float32(0.013833857), np.float32(0.018316394), np.float32(0.020459201), np.float32(0.02500887), np.float32(0.026479464)]","['SMM', 'SORD', 'DyS', 'MS', 'MAX', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC']","[0.11560791 0.11193782 0.11076569 0.10578124 0.09794559 0.09794559
 0.09402777 0.08496485 0.07665307 0.0592612  0.04510927]","[np.float64(0.00915), np.float64(0.00945), np.float64(0.00955), np.float64(0.01), np.float64(0.0108), np.float64(0.0108), np.float64(0.01125), np.float64(0.012450000000000001), np.float64(0.013800000000000002), np.float64(0.017849999999999998), np.float64(0.023450000000000002)]"
2dplanes,"['MS', 'DyS', 'X', 'MAX', 'HDy', 'ACC', 'PCC', 'SMM', 'CC', 'SORD', 'PACC']","[0.16638422 0.15660417 0.12762268 0.10821721 0.08409592 0.07367534
 0.0639183  0.06143092 0.05501506 0.05206991 0.05096631]","[np.float32(0.042165533), np.float32(0.044798803), np.float32(0.05497204), np.float32(0.06482961), np.float32(0.083424725), np.float32(0.09522425), np.float32(0.1097601), np.float32(0.11420437), np.float32(0.12752289), np.float32(0.13473576), np.float32(0.13765328)]","['DyS', 'MS', 'SORD', 'SMM', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC']","[0.12131925 0.11197393 0.11058006 0.10862688 0.10464579 0.10197626
 0.10197626 0.1008189  0.06295227 0.0430994  0.032031  ]","[np.float64(0.03295), np.float64(0.0357), np.float64(0.03615), np.float64(0.0368), np.float64(0.0382), np.float64(0.0392), np.float64(0.0392), np.float64(0.03965), np.float64(0.0635), np.float64(0.09275), np.float64(0.12480000000000001)]"
30_page-blocks,"['SORD', 'DyS', 'SMM', 'X', 'MS', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC']","[0.12749699 0.12439976 0.12331904 0.11692171 0.1160767  0.10867127
 0.10349321 0.09856618 0.03806537 0.02238182 0.02060802]","[np.float32(0.029811135), np.float32(0.030553354), np.float32(0.030821113), np.float32(0.03250748), np.float32(0.032744125), np.float32(0.03497548), np.float32(0.036725406), np.float32(0.038561195), np.float32(0.09985006), np.float32(0.16981772), np.float32(0.18443446)]","['SORD', 'DyS', 'SMM', 'X', 'MS', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC']","[0.13043594 0.12367103 0.12189302 0.11667435 0.11614159 0.10869662
 0.10325443 0.09820467 0.0379627  0.02244266 0.02062298]","[np.float64(0.029249999999999998), np.float64(0.03085), np.float64(0.0313), np.float64(0.0327), np.float64(0.032850000000000004), np.float64(0.0351), np.float64(0.036950000000000004), np.float64(0.03885), np.float64(0.1005), np.float64(0.17), np.float64(0.185)]"
312_scene,"['MS', 'DyS', 'SORD', 'X', 'PCC', 'HDy', 'PACC', 'ACC', 'MAX', 'SMM', 'CC']","[0.13594817 0.13452947 0.11921852 0.11802004 0.09255695 0.09094755
 0.07388978 0.07089175 0.05768572 0.05473763 0.05157432]","[np.float32(0.06607112), np.float32(0.06676788), np.float32(0.07534272), np.float32(0.07610782), np.float32(0.09704563), np.float32(0.098762944), np.float32(0.12156279), np.float32(0.12670371), np.float32(0.15571007), np.float32(0.1640964), np.float32(0.17416124)]","['DyS', 'SMM', 'SORD', 'MS', 'MAX', 'ACC', 'HDy', 'X', 'CC', 'PACC', 'PCC']","[0.12442902 0.11675216 0.11615497 0.11269626 0.1071146  0.10275247
 0.10025738 0.0904713  0.06478829 0.04106383 0.02351973]","[np.float64(0.01825), np.float64(0.019450000000000002), np.float64(0.01955), np.float64(0.02015), np.float64(0.0212), np.float64(0.022099999999999998), np.float64(0.02265), np.float64(0.0251), np.float64(0.03505), np.float64(0.0553), np.float64(0.09655)]"
375_JapaneseVowels,"['SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC']","[0.14542842 0.1388058  0.13557646 0.12028302 0.11118562 0.09979206
 0.08341143 0.07308186 0.03893372 0.02862867 0.02487293]","[np.float32(0.08533345), np.float32(0.08940483), np.float32(0.0915344), np.float32(0.10317258), np.float32(0.11161435), np.float32(0.124357685), np.float32(0.14877948), np.float32(0.16980834), np.float32(0.31874448), np.float32(0.4334784), np.float32(0.49893233)]","['DyS', 'MAX', 'MS', 'SORD', 'SMM', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC']","[0.14535488 0.11319303 0.11190674 0.11190674 0.10941993 0.10560636
 0.09423726 0.08714861 0.06107159 0.03260859 0.02754627]","[np.float64(0.01355), np.float64(0.0174), np.float64(0.0176), np.float64(0.0176), np.float64(0.018000000000000002), np.float64(0.01865), np.float64(0.0209), np.float64(0.022600000000000002), np.float64(0.03225), np.float64(0.0604), np.float64(0.07150000000000001)]"
40474_thyroid-allbp,"['DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12664142 0.11982981 0.11947994 0.11568344 0.10676557 0.10338928
 0.09317918 0.08499958 0.05884681 0.03974047 0.03144442]","[np.float32(0.048415642), np.float32(0.05116778), np.float32(0.051317614), np.float32(0.053001754), np.float32(0.05742887), np.float32(0.05930427), np.float32(0.06580253), np.float32(0.07213477), np.float32(0.10419301), np.float32(0.15428668), np.float32(0.19499247)]","['DyS', 'SORD', 'SMM', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12553798 0.12022486 0.1196361  0.11578053 0.10733608 0.10377949
 0.09303005 0.0850024  0.058697   0.03960715 0.03136838]","[np.float64(0.04865), np.float64(0.0508), np.float64(0.051050000000000005), np.float64(0.052750000000000005), np.float64(0.056900000000000006), np.float64(0.05885), np.float64(0.06565), np.float64(0.07185000000000001), np.float64(0.10404999999999999), np.float64(0.1542), np.float64(0.19469999999999998)]"
40475_thyroid-allhyper,"['DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12664142 0.11982981 0.11947994 0.11568344 0.10676557 0.10338928
 0.09317918 0.08499958 0.05884681 0.03974047 0.03144442]","[np.float32(0.048415642), np.float32(0.05116778), np.float32(0.051317614), np.float32(0.053001754), np.float32(0.05742887), np.float32(0.05930427), np.float32(0.06580253), np.float32(0.07213477), np.float32(0.10419301), np.float32(0.15428668), np.float32(0.19499247)]","['DyS', 'SORD', 'SMM', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12553798 0.12022486 0.1196361  0.11578053 0.10733608 0.10377949
 0.09303005 0.0850024  0.058697   0.03960715 0.03136838]","[np.float64(0.04865), np.float64(0.0508), np.float64(0.051050000000000005), np.float64(0.052750000000000005), np.float64(0.056900000000000006), np.float64(0.05885), np.float64(0.06565), np.float64(0.07185000000000001), np.float64(0.10404999999999999), np.float64(0.1542), np.float64(0.19469999999999998)]"
40733_yeast,"['DyS', 'SORD', 'X', 'SMM', 'MAX', 'ACC', 'MS', 'HDy', 'PCC', 'PACC', 'CC']","[0.13498205 0.133653   0.13289334 0.12292445 0.11699656 0.11168381
 0.08120366 0.05085852 0.03983074 0.03765762 0.03731623]","[np.float32(0.06825221), np.float32(0.06893092), np.float32(0.06932495), np.float32(0.07494704), np.float32(0.0787444), np.float32(0.082490236), np.float32(0.1134533), np.float32(0.1811461), np.float32(0.23129933), np.float32(0.24464701), np.float32(0.24688518)]","['DyS', 'SORD', 'HDy', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'PCC', 'CC', 'PACC']","[0.14371425 0.13726001 0.13280662 0.13173806 0.12417347 0.11415549
 0.06688772 0.04939113 0.04362852 0.03332232 0.02292242]","[np.float64(0.07975), np.float64(0.08349999999999999), np.float64(0.0863), np.float64(0.087), np.float64(0.09230000000000001), np.float64(0.1004), np.float64(0.17135), np.float64(0.23205), np.float64(0.2627), np.float64(0.34395000000000003), np.float64(0.5)]"
44_spambase,"['DyS', 'MS', 'SORD', 'MAX', 'X', 'SMM', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[0.12013176 0.11297237 0.11275198 0.11234792 0.11088273 0.11056127
 0.0974913  0.0965647  0.05472793 0.04158659 0.02998141]","[np.float32(0.021292228), np.float32(0.022641579), np.float32(0.022685835), np.float32(0.022767426), np.float32(0.023068273), np.float32(0.023135344), np.float32(0.026236935), np.float32(0.026488695), np.float32(0.04673798), np.float32(0.061507158), np.float32(0.085315295)]","['DyS', 'MS', 'SORD', 'MAX', 'SMM', 'X', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.11993653 0.11356822 0.11306792 0.11208042 0.11111003 0.10898691
 0.09777683 0.09649029 0.05501911 0.04176797 0.03019578]","[np.float64(0.021400000000000002), np.float64(0.022600000000000002), np.float64(0.0227), np.float64(0.0229), np.float64(0.0231), np.float64(0.02355), np.float64(0.02625), np.float64(0.026600000000000002), np.float64(0.04665), np.float64(0.061450000000000005), np.float64(0.085)]"
4538_GesturePhaseSegmentationProcessed,"['DyS', 'SORD', 'SMM', 'MS', 'HDy', 'MAX', 'X', 'ACC', 'CC', 'PCC', 'PACC']","[0.16675948 0.15895793 0.14222784 0.10600952 0.09689994 0.0960076
 0.08956179 0.04873187 0.03955431 0.03010371 0.02518605]","[np.float32(0.034904804), np.float32(0.03661791), np.float32(0.040925227), np.float32(0.054907396), np.float32(0.060069248), np.float32(0.060627565), np.float32(0.06499096), np.float32(0.11944353), np.float32(0.14715733), np.float32(0.19335513), np.float32(0.23110831)]","['DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC']","[0.12939069 0.12861783 0.12422751 0.11940537 0.1154572  0.11229605
 0.08544749 0.07683414 0.04716065 0.03532375 0.02583932]","[np.float64(0.09985), np.float64(0.10045), np.float64(0.10400000000000001), np.float64(0.1082), np.float64(0.1119), np.float64(0.11505000000000001), np.float64(0.1512), np.float64(0.16815000000000002), np.float64(0.27394999999999997), np.float64(0.36575), np.float64(0.5)]"
60_waveform-5000,"['DyS', 'MAX', 'X', 'SORD', 'CC', 'PACC', 'MS', 'HDy', 'SMM', 'ACC', 'PCC']","[0.19232872 0.15080492 0.13008696 0.11342456 0.08084308 0.07867954
 0.06596114 0.06287885 0.05757141 0.03400656 0.03341421]","[np.float32(0.029099323), np.float32(0.037111755), np.float32(0.043022264), np.float32(0.049342357), np.float32(0.06922837), np.float32(0.07113203), np.float32(0.084847465), np.float32(0.08900665), np.float32(0.09721206), np.float32(0.16457517), np.float32(0.16749264)]","['DyS', 'SORD', 'MAX', 'SMM', 'MS', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[0.12880545 0.12359487 0.1216268  0.1175102  0.1173297  0.09535784
 0.08689605 0.07715316 0.05786487 0.04498329 0.02887774]","[np.float64(0.02965), np.float64(0.030899999999999997), np.float64(0.031400000000000004), np.float64(0.0325), np.float64(0.032549999999999996), np.float64(0.04005), np.float64(0.04395), np.float64(0.0495), np.float64(0.066), np.float64(0.0849), np.float64(0.13225)]"
679_rmftsa_sleepdata,"['DyS', 'MAX', 'HDy', 'MS', 'SORD', 'PCC', 'CC', 'X', 'PACC', 'SMM', 'ACC']","[0.23533295 0.13120486 0.12131353 0.1113207  0.09485938 0.05824906
 0.05648649 0.05465548 0.0529586  0.04227077 0.04134819]","[np.float32(0.045555647), np.float32(0.081709966), np.float32(0.088372216), np.float32(0.09630505), np.float32(0.11301724), np.float32(0.18405011), np.float32(0.18979308), np.float32(0.19615132), np.float32(0.20243634), np.float32(0.25362077), np.float32(0.25927967)]","['DyS', 'HDy', 'SORD', 'MAX', 'MS', 'SMM', 'PCC', 'X', 'ACC', 'CC', 'PACC']","[0.16295775 0.16042144 0.1301164  0.12597039 0.11438691 0.08348226
 0.05482488 0.04943442 0.04659318 0.04295255 0.02885982]","[np.float64(0.08855), np.float64(0.08995000000000002), np.float64(0.1109), np.float64(0.11455), np.float64(0.12615), np.float64(0.17285), np.float64(0.2632), np.float64(0.2919), np.float64(0.3097), np.float64(0.33594999999999997), np.float64(0.5)]"
AedesQuinx,"['MAX', 'DyS', 'SMM', 'X', 'HDy', 'SORD', 'ACC', 'PACC', 'PCC', 'MS', 'CC']","[0.19192907 0.1683442  0.15834971 0.10622699 0.10061856 0.08239876
 0.0584676  0.04929216 0.03106553 0.02891742 0.0243899 ]","[np.float32(0.029029163), np.float32(0.033096123), np.float32(0.035185035), np.float32(0.052449387), np.float32(0.05537289), np.float32(0.06761679), np.float32(0.09529278), np.float32(0.11303096), np.float32(0.17934796), np.float32(0.19267075), np.float32(0.2284364)]","['SORD', 'DyS', 'MS', 'SMM', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC']","[0.12060454 0.11901555 0.11536756 0.11463553 0.10857308 0.1037116
 0.10323749 0.08611325 0.05188558 0.0458775  0.03097833]","[np.float64(0.037450000000000004), np.float64(0.03795), np.float64(0.03915), np.float64(0.0394), np.float64(0.0416), np.float64(0.043550000000000005), np.float64(0.04375), np.float64(0.052450000000000004), np.float64(0.08705), np.float64(0.09845000000000001), np.float64(0.1458)]"
AedesSex,"['X', 'HDy', 'ACC', 'DyS', 'MS', 'MAX', 'SORD', 'SMM', 'CC', 'PACC', 'PCC']","[0.21483009 0.19739309 0.13412464 0.0854203  0.07951581 0.07225215
 0.07108405 0.05038603 0.03858827 0.02919328 0.02721233]","[np.float32(0.0193906), np.float32(0.021103496), np.float32(0.03105831), np.float32(0.04876691), np.float32(0.05238813), np.float32(0.057654813), np.float32(0.058602232), np.float32(0.08267538), np.float32(0.10795207), np.float32(0.14269325), np.float32(0.15308079)]","['SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC']","[0.1133679  0.11064271 0.10906959 0.10654483 0.10366524 0.09242443
 0.09242443 0.08308189 0.08018705 0.06613127 0.04246067]","[np.float64(0.01015), np.float64(0.0104), np.float64(0.010549999999999999), np.float64(0.0108), np.float64(0.0111), np.float64(0.012450000000000001), np.float64(0.012450000000000001), np.float64(0.01385), np.float64(0.01435), np.float64(0.0174), np.float64(0.0271)]"
ArabicDigit,"['X', 'CC', 'MAX', 'ACC', 'SMM', 'DyS', 'MS', 'SORD', 'PACC', 'PCC', 'HDy']","[0.17788358 0.13053073 0.10516544 0.10015675 0.09644356 0.09251468
 0.08267879 0.0789647  0.06099807 0.03805925 0.03660448]","[np.float32(0.012412938), np.float32(0.016916), np.float32(0.02099604), np.float32(0.02204602), np.float32(0.022894818), np.float32(0.023867108), np.float32(0.02670646), np.float32(0.027962597), np.float32(0.036198813), np.float32(0.05801633), np.float32(0.06032207)]","['DyS', 'HDy', 'SORD', 'MS', 'SMM', 'CC', 'X', 'MAX', 'ACC', 'PACC', 'PCC']","[0.12505545 0.11684013 0.10600727 0.09942297 0.09942297 0.08892832
 0.07846617 0.07658899 0.07622428 0.07309177 0.05995168]","[np.float64(0.0064), np.float64(0.00685), np.float64(0.00755), np.float64(0.00805), np.float64(0.00805), np.float64(0.009000000000000001), np.float64(0.0102), np.float64(0.01045), np.float64(0.0105), np.float64(0.01095), np.float64(0.013349999999999999)]"
BNG,"['DyS', 'MS', 'SORD', 'SMM', 'ACC', 'HDy', 'MAX', 'X', 'PACC', 'CC', 'PCC']","[0.12076112 0.11652549 0.11352053 0.11250328 0.10186157 0.10124043
 0.09672608 0.09663156 0.06699163 0.04218041 0.0310579 ]","[np.float32(0.0392167), np.float32(0.040642206), np.float32(0.04171803), np.float32(0.042095244), np.float32(0.04649303), np.float32(0.046778277), np.float32(0.048961483), np.float32(0.049009375), np.float32(0.0706932), np.float32(0.11227612), np.float32(0.15248466)]","['DyS', 'SMM', 'SORD', 'MS', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.12306209 0.1085842  0.10598649 0.10498188 0.09630946 0.09589254
 0.09268274 0.08931926 0.07745166 0.05986804 0.04586165]","[np.float64(0.009000000000000001), np.float64(0.0102), np.float64(0.01045), np.float64(0.010549999999999999), np.float64(0.0115), np.float64(0.01155), np.float64(0.01195), np.float64(0.0124), np.float64(0.0143), np.float64(0.018500000000000003), np.float64(0.02415)]"
BNG_breast-w,"['DyS', 'MS', 'SORD', 'SMM', 'ACC', 'HDy', 'MAX', 'X', 'PACC', 'CC', 'PCC']","[0.12076112 0.11652549 0.11352053 0.11250328 0.10186157 0.10124043
 0.09672608 0.09663156 0.06699163 0.04218041 0.0310579 ]","[np.float32(0.0392167), np.float32(0.040642206), np.float32(0.04171803), np.float32(0.042095244), np.float32(0.04649303), np.float32(0.046778277), np.float32(0.048961483), np.float32(0.049009375), np.float32(0.0706932), np.float32(0.11227612), np.float32(0.15248466)]","['DyS', 'SMM', 'SORD', 'MS', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","[0.12306209 0.1085842  0.10598649 0.10498188 0.09630946 0.09589254
 0.09268274 0.08931926 0.07745166 0.05986804 0.04586165]","[np.float64(0.009000000000000001), np.float64(0.0102), np.float64(0.01045), np.float64(0.010549999999999999), np.float64(0.0115), np.float64(0.01155), np.float64(0.01195), np.float64(0.0124), np.float64(0.0143), np.float64(0.018500000000000003), np.float64(0.02415)]"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"['DyS', 'MAX', 'ACC', 'MS', 'SORD', 'PACC', 'SMM', 'HDy', 'PCC', 'CC', 'X']","[0.16379507 0.12159672 0.11756385 0.11629347 0.10307096 0.09939214
 0.09090105 0.08868881 0.03409116 0.03240461 0.03220208]","[np.float32(0.041092057), np.float32(0.055352442), np.float32(0.057251237), np.float32(0.05787665), np.float32(0.06530138), np.float32(0.067718394), np.float32(0.07404398), np.float32(0.07589092), np.float32(0.1974317), np.float32(0.20770735), np.float32(0.20901372)]","['PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC']","[0.11888539 0.11115404 0.10919444 0.09452628 0.0931747  0.09229491
 0.08935508 0.08472033 0.07244643 0.07169091 0.06255749]","[np.float64(0.2631), np.float64(0.2814), np.float64(0.28645), np.float64(0.3309), np.float64(0.3357), np.float64(0.3389), np.float64(0.35005000000000003), np.float64(0.36920000000000003), np.float64(0.43174999999999997), np.float64(0.4363), np.float64(0.5)]"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"['SMM', 'MS', 'SORD', 'X', 'DyS', 'ACC', 'MAX', 'HDy', 'PACC', 'CC', 'PCC']","[0.1553201  0.15068503 0.12395152 0.12070727 0.10679369 0.09092983
 0.08940434 0.05526528 0.04617828 0.03070497 0.03005965]","[np.float32(0.03965538), np.float32(0.040875178), np.float32(0.049691018), np.float32(0.051026568), np.float32(0.05767455), np.float32(0.0677366), np.float32(0.06889238), np.float32(0.11144931), np.float32(0.1333804), np.float32(0.20059545), np.float32(0.20490181)]","['PCC', 'CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'DyS', 'MAX', 'X', 'PACC']","[0.12519212 0.11166014 0.10001648 0.09891723 0.08807081 0.0879176
 0.08607471 0.08548117 0.07771567 0.07325323 0.06570083]","[np.float64(0.26239999999999997), np.float64(0.2942), np.float64(0.32844999999999996), np.float64(0.3321), np.float64(0.373), np.float64(0.37365000000000004), np.float64(0.38165), np.float64(0.3843), np.float64(0.4227), np.float64(0.44845), np.float64(0.5)]"
HTRU,"['X', 'DyS', 'MAX', 'HDy', 'SORD', 'SMM', 'MS', 'ACC', 'CC', 'PACC', 'PCC']","[0.15740407 0.1528937  0.14443573 0.12300462 0.11537521 0.11132839
 0.0713597  0.03808638 0.029551   0.02893613 0.02762507]","[np.float32(0.03070001), np.float32(0.03160566), np.float32(0.03345645), np.float32(0.03928557), np.float32(0.0418834), np.float32(0.043405876), np.float32(0.06771758), np.float32(0.12687753), np.float32(0.16352428), np.float32(0.16699904), np.float32(0.17492466)]","['DyS', 'MS', 'SORD', 'MAX', 'SMM', 'ACC', 'PACC', 'X', 'HDy', 'CC', 'PCC']","[0.1233071  0.11590224 0.11560041 0.11411454 0.11324122 0.10645218
 0.10299433 0.09930773 0.05750072 0.02632892 0.0252506 ]","[np.float64(0.018000000000000002), np.float64(0.01915), np.float64(0.0192), np.float64(0.019450000000000002), np.float64(0.0196), np.float64(0.02085), np.float64(0.021550000000000003), np.float64(0.02235), np.float64(0.038599999999999995), np.float64(0.0843), np.float64(0.0879)]"
MagicTelescope,"['DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC']","[0.12349199 0.12022944 0.11931348 0.11611185 0.10956097 0.10643141
 0.10508846 0.0781116  0.0511929  0.03573114 0.03473682]","[np.float32(0.052251), np.float32(0.053668886), np.float32(0.054080896), np.float32(0.0555721), np.float32(0.058894873), np.float32(0.060626652), np.float32(0.06140141), np.float32(0.08260718), np.float32(0.12604444), np.float32(0.180587), np.float32(0.18575622)]","['DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC']","[0.12313721 0.12028153 0.11906656 0.11629012 0.1093284  0.10654354
 0.10482092 0.07829921 0.05145376 0.03583844 0.03494031]","[np.float64(0.05265), np.float64(0.053899999999999997), np.float64(0.054450000000000005), np.float64(0.05575), np.float64(0.0593), np.float64(0.06085), np.float64(0.06185), np.float64(0.0828), np.float64(0.126), np.float64(0.1809), np.float64(0.18555)]"
abalone,"['HDy', 'MAX', 'SMM', 'SORD', 'ACC', 'DyS', 'MS', 'X', 'PACC', 'CC', 'PCC']","[0.18834327 0.13105641 0.12561019 0.10665312 0.09905568 0.08796845
 0.08589188 0.07828978 0.04039198 0.03113515 0.02560416]","[np.float32(0.026280824), np.float32(0.037768595), np.float32(0.03940617), np.float32(0.046410426), np.float32(0.049970046), np.float32(0.056268092), np.float32(0.057628453), np.float32(0.06322429), np.float32(0.12254454), np.float32(0.15897839), np.float32(0.19332077)]","['DyS', 'MS', 'SORD', 'SMM', 'ACC', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC']","[0.12094989 0.11579996 0.11413377 0.11264801 0.10147928 0.10104837
 0.09703116 0.09634369 0.06712804 0.04224925 0.03118859]","[np.float64(0.03935), np.float64(0.041100000000000005), np.float64(0.0417), np.float64(0.04225), np.float64(0.046900000000000004), np.float64(0.0471), np.float64(0.04905), np.float64(0.049400000000000006), np.float64(0.0709), np.float64(0.11265), np.float64(0.15259999999999999)]"
ailerons,"['SMM', 'X', 'MAX', 'DyS', 'SORD', 'ACC', 'HDy', 'MS', 'CC', 'PACC', 'PCC']","[0.16360603 0.13506831 0.12164072 0.11829291 0.09771154 0.08003649
 0.07608443 0.07570345 0.07000139 0.03168908 0.03016569]","[np.float32(0.03793412), np.float32(0.04594898), np.float32(0.051021162), np.float32(0.05246512), np.float32(0.06351605), np.float32(0.07754277), np.float32(0.08157058), np.float32(0.081981085), np.float32(0.088658966), np.float32(0.19584826), np.float32(0.2057387)]","['DyS', 'MS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC']","[0.12403397 0.11285973 0.11125604 0.11066635 0.10319136 0.09848609
 0.09787055 0.09334896 0.07224585 0.04310885 0.03293226]","[np.float64(0.025249999999999998), np.float64(0.02775), np.float64(0.028149999999999998), np.float64(0.028300000000000002), np.float64(0.030350000000000002), np.float64(0.0318), np.float64(0.032), np.float64(0.033549999999999996), np.float64(0.04335), np.float64(0.07264999999999999), np.float64(0.0951)]"
